iter	RMSE
0	0.07633601114
1	0.07541922023
2	0.07465221782
3	0.07385861431
4	0.0733593107
5	0.07271718014
6	0.07202508216
7	0.07137784927
8	0.0706992589
9	0.07029079489
10	0.06992779218
11	0.06930036471
12	0.06887536573
13	0.06825239428
14	0.06765703743
15	0.0673169505
16	0.06705989393
17	0.06680980777
18	0.06658116644
19	0.06623504577
20	0.06577806703
21	0.06551319973
22	0.06506206414
23	0.06486520289
24	0.06466336335
25	0.0641945117
26	0.06380881304
27	0.06355517982
28	0.06337638247
29	0.06307803619
30	0.06291460016
31	0.06265660882
32	0.06231089769
33	0.06205537696
34	0.06186293375
35	0.06170874258
36	0.06147491822
37	0.06126801206
38	0.06092182666
39	0.06055598439
40	0.0603711537
41	0.06026394398
42	0.06011629633
43	0.06000154574
44	0.05986083728
45	0.05954482367
46	0.05931068865
47	0.0590470252
48	0.05890586099
49	0.05881672829
50	0.05870461404
51	0.05860426715
52	0.05849177815
53	0.05812247999
54	0.05781626269
55	0.05760711249
56	0.05750603136
57	0.05742517549
58	0.05722446916
59	0.0570534549
60	0.05683039752
61	0.05658267259
62	0.0564997182
63	0.05622224741
64	0.05616649983
65	0.0559506755
66	0.05577549406
67	0.05556906579
68	0.05538805026
69	0.05518341263
70	0.05502560464
71	0.05491595384
72	0.05482124412
73	0.05474775262
74	0.05465203984
75	0.05460782449
76	0.054514103
77	0.05430231843
78	0.05418777137
79	0.05403032772
80	0.05392963735
81	0.0537640141
82	0.05363800256
83	0.0534745102
84	0.0534205206
85	0.05336428908
86	0.0532813116
87	0.05316751297
88	0.05311535092
89	0.05304519801
90	0.05294128338
91	0.05283405777
92	0.05271405738
93	0.05265564223
94	0.05259938621
95	0.05256137612
96	0.05250274997
97	0.05241751465
98	0.05221236779
99	0.05207165129
100	0.05198648621
101	0.05185896675
102	0.0518110295
103	0.05175535775
104	0.05168348349
105	0.05158854558
106	0.05153498973
107	0.05148691295
108	0.05144611907
109	0.05141094897
110	0.05137650643
111	0.05131954373
112	0.0511355778
113	0.05108092345
114	0.05092180848
115	0.05085622312
116	0.0507854526
117	0.05068571501
118	0.05064456853
119	0.05056749367
120	0.05048958349
121	0.05043665959
122	0.05022344605
123	0.05007540733
124	0.04993525199
125	0.04985512992
126	0.04973377778
127	0.04970060368
128	0.04956100199
129	0.04946708259
130	0.04935661417
131	0.04930275139
132	0.04922678902
133	0.04916657884
134	0.04907168255
135	0.04896081664
136	0.04889958003
137	0.04887661759
138	0.04883225089
139	0.0487302118
140	0.04866302268
141	0.04855601387
142	0.04848636031
143	0.0483999216
144	0.04837111352
145	0.04834260703
146	0.04825887071
147	0.04818890732
148	0.04815377682
149	0.04809627924
150	0.0480250017
151	0.04792884984
152	0.04785529045
153	0.04773039592
154	0.04764900332
155	0.0474775366
156	0.04735780195
157	0.04725094712
158	0.04717087462
159	0.04709379461
160	0.04701950786
161	0.04694736929
162	0.04679309815
163	0.0467081924
164	0.04660293945
165	0.04649428827
166	0.04641813865
167	0.04636698648
168	0.04628280501
169	0.0462348057
170	0.04612437383
171	0.04605756536
172	0.04597062821
173	0.04587248607
174	0.0457880772
175	0.04569657588
176	0.04557251136
177	0.04551793985
178	0.04538013097
179	0.04525565416
180	0.04515829225
181	0.04505283833
182	0.04498528252
183	0.04492146529
184	0.04485151055
185	0.04476860959
186	0.04472054372
187	0.04464673717
188	0.04459436402
189	0.04451946955
190	0.04443403992
191	0.04436634824
192	0.04432035711
193	0.04424907834
194	0.04417209406
195	0.0441432205
196	0.04405654192
197	0.0439626413
198	0.04382879461
199	0.04377193054
200	0.04365596084
201	0.04358211038
202	0.04351967176
203	0.04342468704
204	0.04333902348
205	0.04327536309
206	0.0432264973
207	0.04311498267
208	0.04302778619
209	0.04298367303
210	0.0429386279
211	0.04288204606
212	0.04283316856
213	0.0427543192
214	0.04270341315
215	0.04263842069
216	0.04256265218
217	0.04250230982
218	0.04244025263
219	0.04233399652
220	0.04225766476
221	0.04221993008
222	0.04216060131
223	0.04210302193
224	0.04205270719
225	0.04199583129
226	0.04192941924
227	0.0418568017
228	0.04177128802
229	0.04168772537
230	0.04158015973
231	0.04146345461
232	0.04142179987
233	0.04134921808
234	0.04126380765
235	0.0411380638
236	0.04102760528
237	0.04095562887
238	0.04089312282
239	0.04081116498
240	0.04078649718
